,log_id,timestamp,epoch,metric_key,metric_val
82,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,671",10,Train-Aux-Src,1.025222
83,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,671",10,Train-Total-Src,1.635483
84,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,671",10,Train-Acc-Src,0.157375
85,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,671",10,Train-XEnt-Tgt,2.305688
86,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,671",10,Train-Aux-Tgt,1.004607
87,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,672",10,Train-Total-Tgt,1.655147
88,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:46,672",10,Train-Acc-Tgt,0.157375
89,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:47,285",10,Eval-Acc-Tgt,0.079721
90,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,921",11,Train-XEnt-Src,2.245194
91,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,921",11,Train-Aux-Src,1.024846
92,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,921",11,Train-Total-Src,1.635020
93,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,922",11,Train-Acc-Src,0.166000
94,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,922",11,Train-XEnt-Tgt,2.305591
95,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,922",11,Train-Aux-Tgt,1.004362
96,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,923",11,Train-Total-Tgt,1.654977
97,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:50,923",11,Train-Acc-Tgt,0.166000
98,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:21:51,539",11,Eval-Acc-Tgt,0.088191
